San Andreas (Carrizo) rev,San Andreas (Cholame) rev,San Andreas (Mojave S),San Andreas (Coachella) rev,San Jacinto (Anza) rev,Garlock (West)
1,1,4,19,14,13
2,2,5,20,15,14
3,3,6,21,16,15
4,4,7,22,17,16
5,5,8,23,18,17
6,6,9,24,19,18
7,7,10,25,20,19
8,8,11,26,21,20
9,9,12,27,22,21
10,10,13,28,23,22
11,11,14,29,24,23
12,12,15,30,25,24
13,13,16,0,26,25
14,14,17,1,27,0
15,15,18,2,28,1
16,16,19,3,29,2
17,17,20,4,30,3
0,0,0,5,31,4
1,1,1,6,32,5
2,2,2,7,33,6
3,3,3,8,34,7
4,4,4,9,35,8
5,5,5,10,36,9
6,6,6,11,37,10
7,7,7,12,38,11
8,8,8,13,39,12
9,9,9,14,40,13
10,10,10,15,41,14
11,11,11,16,42,15
12,12,12,17,43,16
13,13,13,18,0,17
14,14,14,19,1,18
15,15,15,20,2,19
16,16,16,21,3,20
17,17,17,22,4,21
0,0,0,23,5,22
1,1,1,24,6,23
2,2,2,25,7,24
3,3,3,26,8,25
4,4,4,27,9,26
5,5,5,28,10,27
6,6,6,29,11,28
7,7,7,30,12,29
8,8,8,31,13,30
9,9,9,32,14,31
10,10,10,33,15,32
11,11,11,34,16,33
12,12,12,35,17,34
13,13,13,36,18,35
14,14,14,0,19,36
15,15,15,1,20,37
0,0,16,2,21,38
1,1,17,3,22,39
2,2,0,4,23,40
3,3,1,5,24,41
4,4,2,6,25,42
5,5,3,7,26,43
6,6,4,8,27,44
7,7,5,9,28,45
8,8,6,10,29,46
9,9,7,11,30,47
10,10,8,12,31,48
11,11,9,13,32,49
12,12,10,14,33,50
13,13,11,15,34,51
14,14,12,16,35,52
15,15,13,17,36,53
16,16,14,18,37,54
17,17,15,19,38,55
18,18,16,20,39,56
0,0,0,21,40,57
1,1,1,22,0,58
2,2,2,23,1,59
3,3,3,24,2,60
4,4,4,25,3,61
5,5,5,26,4,62
6,6,6,27,5,63
7,7,7,28,6,64
8,8,8,29,7,65
9,9,9,30,8,66
10,10,10,0,9,67
11,11,11,1,10,68
12,12,12,2,11,69
13,13,13,3,12,70
14,14,14,4,13,71
15,15,15,5,14,72
16,16,16,6,15,73
17,17,17,7,16,74
18,18,18,8,17,75
19,19,0,9,18,0
0,0,1,10,19,1
1,1,2,11,20,2
2,2,3,12,21,3
3,3,4,13,22,4
4,4,5,14,23,5
5,5,6,15,24,6
6,6,7,16,25,7
7,7,8,17,26,8
8,8,9,18,27,9
9,9,10,19,28,10
10,10,11,20,29,11
11,11,12,21,30,12
12,12,13,22,31,13
13,13,14,23,32,14
14,14,15,24,33,15
15,15,16,25,34,16
16,16,17,26,35,17
0,0,18,27,36,18
1,1,19,28,37,19
2,2,20,29,38,20
3,3,21,30,39,21
4,4,22,31,40,22
5,5,0,32,41,23
6,6,1,0,42,24
7,7,2,1,43,25
8,8,3,2,44,26
9,9,4,3,0,27
10,10,5,4,1,28
11,11,6,5,2,29
12,12,7,6,3,30
13,13,8,7,4,31
14,14,9,8,5,32
15,15,10,9,6,33
16,16,11,10,7,34
17,17,12,11,8,35
0,0,13,12,9,36
1,1,14,13,10,37
2,2,15,14,11,38
3,3,16,15,12,39
4,4,17,16,13,40
5,5,0,17,14,41
6,6,1,18,15,42
7,7,2,19,16,43
8,8,3,20,17,44
9,9,4,21,18,45
10,10,5,22,19,46
11,11,6,23,20,47
12,12,7,24,21,48
13,13,8,25,22,49
14,14,9,26,23,50
15,15,10,27,24,51
16,16,11,28,25,52
17,17,12,29,26,53
0,0,13,30,27,54
1,1,14,0,28,55
2,2,15,1,29,56
3,3,16,2,30,57
4,4,17,3,31,58
5,5,18,4,32,59
6,6,19,5,33,60
7,7,20,6,34,61
8,8,0,7,35,62
9,9,1,8,36,63
10,10,2,9,37,64
11,11,3,10,38,65
12,12,4,11,39,66
13,13,5,12,0,67
14,14,6,13,1,68
0,0,7,14,2,69
1,1,8,15,3,70
2,2,9,16,4,71
3,3,10,17,5,72
4,4,11,18,6,73
5,5,12,19,7,74
6,6,13,20,8,75
7,7,14,21,9,76
8,8,15,22,10,77
9,9,16,23,11,78
10,10,17,24,12,79
11,11,18,25,13,80
12,12,19,26,14,81
0,13,0,27,15,82
1,14,1,28,16,83
2,15,2,29,17,84
3,16,3,30,18,85
4,17,4,0,19,86
5,18,5,1,20,87
6,19,6,2,21,88
7,0,7,3,22,89
8,1,8,4,23,90
9,2,9,5,24,91
10,3,10,6,25,92
11,4,11,7,26,93
12,5,12,8,27,94
13,6,13,9,28,95
14,7,14,10,29,96
15,8,15,11,30,97
16,9,16,12,31,98
17,10,17,13,32,99
18,11,18,14,33,100
0,12,0,15,34,101
1,13,1,16,35,102
2,14,2,17,36,103
3,15,3,18,37,104
4,16,4,19,38,105
5,17,5,20,39,106
6,18,6,21,40,107
7,0,7,22,41,108
8,1,8,23,42,109
9,2,9,24,0,110
10,3,10,25,1,111
11,4,11,26,2,112
12,5,12,27,3,113
13,6,13,28,4,114
14,7,14,0,5,115
15,8,15,1,6,116
0,9,16,2,7,117
1,10,17,3,8,118
2,11,18,4,9,119
3,12,19,5,10,120
4,13,20,6,11,121
5,14,21,7,12,122
6,15,22,8,13,123
7,16,0,9,14,0
8,17,1,10,15,1
9,0,2,11,16,2
10,1,3,12,17,3
11,2,4,13,18,4
12,3,5,14,19,5
13,4,6,15,20,6
14,5,7,16,21,7
0,6,8,17,22,8
1,7,9,18,23,9
2,8,10,19,24,10
3,9,11,20,25,11
4,10,12,21,26,12
5,11,13,22,27,13
6,12,14,23,28,14
7,13,15,24,29,15
8,14,16,25,30,16
9,15,17,26,31,17
10,16,18,27,32,18
0,0,19,28,33,19
1,1,20,29,34,20
2,2,0,0,35,21
3,3,1,1,36,22
0,4,2,2,37,23
1,5,3,3,38,24
2,6,4,4,39,25
3,7,5,5,40,26
4,8,6,6,0,27
5,9,7,7,1,28
6,10,8,8,2,29
7,11,9,9,3,30
8,12,10,10,4,31
9,13,11,11,5,32
10,14,12,12,6,33
0,0,13,13,7,34
1,1,14,14,8,35
2,2,15,15,9,36
3,3,16,16,10,37
4,4,17,17,11,38
5,5,18,18,12,39
0,6,19,19,13,40
1,7,20,20,14,41
2,8,0,21,15,42
3,9,1,22,16,43
4,10,2,23,17,44
5,11,3,24,18,45
6,12,4,25,19,46
7,13,5,26,20,47
8,14,6,27,21,48
9,15,7,28,22,49
0,0,8,29,23,50
1,1,9,30,24,51
2,2,10,0,25,52
0,3,11,1,26,53
1,4,12,2,27,54
2,5,13,3,28,55
3,6,14,4,29,56
4,7,15,5,30,57
5,8,16,6,31,58
6,9,17,7,32,59
7,10,18,8,33,60
8,11,19,9,0,61
9,12,20,10,1,62
10,13,21,11,2,63
11,14,22,12,3,64
12,15,0,13,4,65
13,16,1,14,5,66
14,17,2,15,6,67
0,0,3,16,7,68
1,1,4,17,8,69
2,2,5,18,9,70
3,3,6,19,10,71
4,4,7,20,11,72
5,5,8,21,12,73
6,6,9,22,13,74
7,7,10,23,14,75
8,8,11,24,15,76
9,9,12,25,16,77
10,10,13,26,17,78
11,11,14,27,18,79
12,12,15,28,19,80
13,13,16,29,20,81
14,14,0,30,21,82
15,15,1,31,22,83
0,0,2,0,23,84
1,1,3,1,24,85
2,2,4,2,25,86
3,3,5,3,26,87
4,4,6,4,27,88
5,5,7,5,28,89
6,6,8,6,29,90
7,7,9,7,30,91
8,8,10,8,31,92
9,9,11,9,32,93
10,10,12,10,33,94
11,11,13,11,34,95
12,12,14,12,35,96
13,13,15,13,36,97
14,14,16,14,37,98
15,15,17,15,38,99
16,16,18,16,0,100
17,17,19,17,1,101
0,0,0,18,2,102
1,1,1,19,3,103
2,2,2,20,4,104
3,3,3,21,5,105
4,4,4,22,6,106
5,5,5,23,7,0
6,6,6,24,8,1
7,7,7,25,9,2
8,8,8,26,10,3
9,9,9,27,11,4
10,10,10,28,12,5
11,11,11,29,13,6
12,12,12,30,14,7
13,13,13,31,15,8
14,14,14,32,16,9
15,15,15,33,17,10
16,16,16,0,18,11
17,17,17,1,19,12
18,18,18,2,20,13
19,19,19,3,21,14
20,20,20,4,22,15
0,0,0,5,23,16
1,1,1,6,24,17
2,2,2,7,25,18
3,3,3,8,26,19
4,4,4,9,27,20
5,5,5,10,28,21
6,6,6,11,29,22
7,7,7,12,30,23
8,8,8,13,31,24
9,9,9,14,32,25
10,10,10,15,33,26
11,11,11,16,34,27
12,12,12,17,0,28
13,13,13,18,1,29
14,14,14,19,2,30
15,15,15,20,3,31
16,16,16,21,4,32
17,17,17,22,5,33
18,18,18,23,6,34
0,0,0,24,7,35
1,1,1,25,8,36
2,2,2,26,9,37
3,3,3,27,10,38
4,4,4,28,11,39
5,5,5,29,12,40
6,6,6,30,13,41
7,7,7,31,14,42
8,8,8,32,15,43
9,9,9,33,16,44
10,10,10,34,17,45
11,11,11,0,18,46
12,12,12,1,19,47
13,13,13,2,20,48
14,14,14,3,21,49
15,15,15,4,22,50
16,16,16,5,23,51
17,17,17,6,24,52
0,0,18,7,25,53
1,1,19,8,26,54
2,2,0,9,27,55
3,3,1,10,28,56
4,4,2,11,29,57
5,5,3,12,30,58
6,6,4,13,31,59
7,7,5,14,32,60
8,8,6,15,33,61
9,9,7,16,34,62
10,10,8,17,35,63
11,11,9,18,36,64
12,12,10,0,37,65
13,13,11,1,38,66
14,14,12,2,39,67
15,15,13,3,40,68
16,16,14,4,41,69
17,17,15,5,42,70
0,0,0,6,0,71
1,1,1,7,1,72
2,2,2,8,2,73
3,3,3,9,3,74
4,4,4,10,4,75
5,5,5,11,5,76
6,6,6,12,6,77
7,7,7,13,7,78
8,8,8,14,8,79
9,9,9,15,9,0
10,10,10,16,10,1
11,11,11,17,11,2
12,12,12,0,12,3
13,13,13,1,13,4
14,14,14,2,14,5
15,15,15,3,15,6
16,16,16,4,16,7
0,0,0,5,17,8
1,1,1,6,18,9
2,2,2,7,19,10
3,3,3,8,20,11
4,4,4,9,21,12
5,5,5,10,22,13
6,6,6,11,23,14
7,7,7,12,24,15
8,8,8,13,25,16
9,9,9,14,26,17
10,10,10,15,27,18
11,11,11,16,28,19
12,12,12,17,29,20
13,13,13,18,30,21
14,14,14,19,31,22
15,15,15,20,32,23
16,16,16,21,33,24
17,17,17,22,34,25
0,0,18,23,35,26
1,1,19,24,36,27
2,2,0,25,37,28
3,3,1,26,38,29
4,4,2,27,39,30
5,5,3,28,40,31
6,6,4,29,0,32
7,7,5,30,1,33
8,8,6,31,2,34
9,9,7,32,3,35
10,10,8,33,4,36
11,11,9,0,5,37
12,12,10,1,6,38
13,13,11,2,7,39
14,14,12,3,8,40
15,15,13,4,9,41
16,16,14,5,10,42
17,17,15,6,11,43
18,18,16,7,12,44
0,0,0,8,13,45
1,1,1,9,14,46
2,2,2,10,15,47
3,3,3,11,16,48
4,4,4,12,17,49
5,5,5,13,18,50
6,6,6,14,19,51
7,7,7,15,20,52
8,8,8,16,21,0
9,9,9,17,22,1
10,10,10,18,23,2
11,11,11,19,24,3
12,12,12,20,25,4
13,13,13,21,26,5
14,14,14,22,27,6
15,15,15,23,28,7
16,16,16,24,29,8
0,0,0,25,30,9
1,1,1,26,31,10
2,2,2,27,32,11
3,3,3,28,33,12
4,4,4,29,34,13
5,5,5,30,35,14
6,6,6,0,36,15
7,7,7,1,37,16
8,8,8,2,38,17
9,9,9,3,39,18
10,10,10,4,40,19
11,11,11,5,41,20
12,12,12,6,42,21
13,13,13,7,0,22
14,14,14,8,1,23
15,15,15,9,2,24
16,16,16,10,3,25
0,0,0,11,4,26
1,1,1,12,5,27
2,2,2,13,6,28
3,3,3,14,7,29
4,4,4,15,8,30
5,5,5,16,9,31
6,6,6,17,10,32
7,7,7,18,11,33
8,8,8,19,12,34
9,9,9,20,13,35
10,10,10,21,14,36
11,11,11,22,15,37
12,12,12,23,16,38
13,13,13,24,17,39
14,14,14,25,18,40
15,15,15,26,19,41
16,16,16,27,20,42
17,17,17,28,21,43
18,18,18,29,22,44
0,0,0,0,23,45
1,1,1,1,24,46
2,2,2,2,25,47
3,3,3,3,26,48
4,4,4,4,27,49
5,5,5,5,28,50
6,6,6,6,29,51
7,7,7,7,30,52
8,8,8,8,31,53
9,9,9,9,32,54
10,10,10,10,33,55
11,11,11,11,34,56
12,12,12,12,35,57
13,13,13,13,36,58
14,14,14,14,37,59
15,15,15,15,38,60
16,16,16,16,39,61
0,0,17,17,40,62
1,1,18,18,41,63
2,2,19,19,42,64
3,3,0,20,43,65
4,4,1,21,44,66
5,5,2,22,0,67
6,6,3,23,1,68
7,7,4,24,2,0
8,8,5,25,3,1
9,9,6,26,4,2
10,10,7,27,5,3
11,11,8,28,6,4
12,12,9,29,7,5
13,13,10,30,8,6
14,14,11,0,9,7
15,15,12,1,10,8
16,16,13,2,11,9
17,17,14,3,12,10
0,0,15,4,13,11
1,1,16,5,14,12
2,2,17,6,15,13
3,3,18,7,16,14
4,4,19,8,17,15
5,5,20,9,18,16
6,6,21,10,19,17
7,7,22,11,20,18
8,8,0,12,21,19
9,9,1,13,22,20
10,10,2,14,23,21
11,11,3,15,24,22
12,12,4,16,25,23
13,13,5,17,26,24
14,14,6,18,27,25
15,15,7,19,28,26
16,16,8,20,29,27
17,17,9,21,30,28
18,18,10,22,31,29
19,19,11,23,32,30
20,20,12,24,33,31
0,0,13,25,34,32
1,1,14,26,35,33
2,2,15,27,36,34
3,3,16,28,37,35
4,4,17,29,38,36
5,5,0,0,39,0
6,6,1,1,40,1
7,7,2,2,41,2
8,8,3,3,42,3
9,9,4,4,43,4
10,10,5,5,44,5
11,11,6,6,45,6
12,12,7,7,0,7
13,13,8,8,1,8
14,14,9,9,2,9
15,15,10,10,3,10
16,16,11,11,4,11
17,17,12,12,5,12
18,18,13,13,6,13
0,0,14,14,7,14
1,1,15,15,8,15
2,2,16,16,9,16
3,3,17,17,10,17
4,4,18,18,11,18
5,5,19,19,12,19
6,6,0,20,13,20
7,7,1,21,14,21
8,8,2,22,15,22
9,9,3,23,16,23
10,10,4,24,17,24
11,11,5,25,18,25
12,12,6,26,19,26
13,13,7,27,20,27
14,14,8,28,21,28
15,15,9,29,22,29
16,16,10,30,23,30
17,17,11,0,24,31
18,18,12,1,25,32
0,0,13,2,26,0
1,1,14,3,27,1
2,2,15,4,28,2
3,3,16,5,29,3
4,4,17,6,30,4
5,5,18,7,31,5
6,6,19,8,32,6
7,7,20,9,33,7
8,8,21,10,34,8
9,9,0,11,35,9
10,10,1,12,36,10
11,11,2,13,37,11
12,12,3,14,38,12
13,13,4,15,39,13
14,14,5,16,40,14
15,15,6,17,41,15
16,16,7,18,0,16
17,17,8,19,1,17
18,18,9,20,2,18
19,19,10,21,3,19
20,20,11,22,4,20
0,0,0,23,5,21
1,1,1,24,6,22
2,2,2,25,7,23
3,3,3,26,8,24
4,4,4,27,9,25
5,5,5,28,10,26
6,6,6,29,11,27
7,7,7,30,12,28
8,8,8,31,13,29
9,9,9,32,14,30
10,10,10,33,15,31
11,11,11,0,16,32
12,12,12,1,17,33
13,13,13,2,18,34
14,14,14,3,19,35
15,15,15,4,20,36
16,16,0,5,21,37
17,17,1,6,22,38
0,0,2,7,23,39
1,1,3,8,24,40
2,2,4,9,25,41
3,3,5,10,26,42
4,4,6,11,27,43
5,5,7,12,28,44
6,6,8,13,29,45
7,7,9,14,30,46
8,8,10,15,31,47
9,9,11,16,32,48
10,10,0,17,33,49
11,11,1,18,34,50
12,12,2,19,35,51
13,13,3,20,36,52
14,14,4,21,37,53
15,15,5,22,38,54
16,16,0,23,39,55
0,0,1,24,40,0
1,1,2,25,41,1
2,2,3,26,42,2
3,3,4,27,43,3
4,4,5,28,44,4
5,5,6,29,45,5
6,6,7,0,46,6
7,7,8,1,47,7
8,8,9,2,0,8
9,9,10,3,1,9
10,10,11,4,2,10
11,11,12,5,3,11
12,12,0,6,4,12
13,13,1,7,5,13
14,14,2,8,6,14
15,15,3,9,7,15
16,16,4,10,8,16
17,17,5,11,9,17
0,0,6,12,10,18
1,1,7,13,11,19
2,2,8,14,12,20
3,3,9,15,13,21
4,4,10,16,14,22
5,5,11,17,15,23
6,6,12,18,16,24
7,7,13,19,17,25
8,8,14,20,18,26
9,9,15,21,19,27
10,10,16,22,20,28
11,11,17,23,21,29
12,12,18,24,22,30
13,13,19,25,23,31
14,14,20,26,24,32
15,15,21,27,25,33
0,0,0,28,26,34
1,1,1,0,27,35
2,2,2,1,28,36
3,3,3,2,29,37
4,4,4,3,30,38
5,5,5,4,31,39
6,6,6,5,32,40
7,7,7,6,33,41
8,8,8,7,34,42
9,9,9,8,35,43
10,10,10,9,36,44
11,11,11,10,37,45
12,12,12,11,38,46
13,13,13,12,39,47
14,14,14,13,0,48
15,15,15,14,1,49
16,16,16,15,2,50
17,17,17,16,3,51
0,0,0,17,4,52
1,1,1,18,5,53
2,2,2,19,6,54
3,3,3,20,7,55
4,4,4,21,8,56
5,5,5,22,9,57
6,6,6,23,10,58
7,7,7,24,11,59
8,8,8,25,12,60
9,9,9,26,13,61
10,10,10,27,14,62
11,11,11,28,15,63
12,12,12,29,16,64
13,13,13,0,17,65
14,14,14,1,18,66
15,15,15,2,19,67
16,16,16,3,20,68
17,17,17,4,21,69
18,18,18,5,22,70
0,0,0,6,23,71
1,1,1,7,24,72
2,2,2,8,25,73
3,3,3,9,26,74
4,4,4,10,27,75
5,5,5,11,28,76
6,6,6,12,29,77
7,7,7,13,30,78
8,8,8,14,31,79
9,9,9,15,32,80
10,10,10,16,33,81
11,11,11,17,34,82
12,12,12,18,35,83
13,13,13,19,36,84
14,14,14,20,37,85
15,15,15,21,38,86
16,16,16,22,39,87
0,0,17,23,40,88
1,1,0,24,41,89
2,2,1,25,42,90
3,3,2,26,0,91
4,4,3,27,1,92
5,5,4,28,2,93
6,6,5,29,3,94
7,7,6,30,4,95
8,8,7,0,5,96
9,9,8,1,6,97
10,10,9,2,7,98
11,11,10,3,8,99
12,12,11,4,9,100
13,13,12,5,10,101
14,14,13,6,11,102
15,15,14,7,12,103
16,16,15,8,13,104
17,17,16,9,14,105
18,18,17,10,15,106
0,0,18,11,16,107
1,1,19,12,17,108
2,2,20,13,18,109
3,3,21,14,19,110
4,4,0,15,20,111
5,5,1,16,21,112
6,6,2,17,22,113
7,7,3,18,23,114
8,8,4,19,24,115
9,9,5,20,25,116
10,10,6,21,26,117
11,11,7,22,27,118
12,12,8,23,28,119
13,13,9,24,29,120
14,14,10,25,30,121
15,15,11,26,31,122
16,16,12,27,32,123
17,17,13,28,33,124
18,18,14,29,34,125
0,0,15,0,35,126
1,1,16,1,36,127
2,2,17,2,37,128
3,3,18,3,38,129
4,4,19,4,39,130
5,5,20,5,40,131
6,6,0,6,41,0
7,7,1,7,42,1
8,8,2,8,43,2
9,9,3,9,44,3
10,10,4,10,45,4
11,11,5,11,0,5
12,12,6,12,1,6
13,13,7,13,2,7
14,14,8,14,3,8
15,15,9,15,4,9
16,16,10,16,5,10
0,0,0,17,6,11
1,1,1,18,7,12
2,2,2,19,8,13
3,3,3,20,9,14
4,4,4,21,10,15
5,5,5,22,11,16
6,6,6,23,12,17
7,7,7,24,13,18
8,8,0,25,14,19
9,9,1,26,15,20
10,10,2,27,16,21
11,11,3,28,17,22
12,12,4,29,18,23
13,13,5,30,19,24
14,14,6,31,20,25
15,15,7,32,21,26
16,16,8,33,22,27
17,17,9,0,23,28
18,18,10,1,24,29
0,0,0,2,25,30
1,1,1,3,26,31
2,2,2,4,27,32
3,3,3,5,28,33
4,4,4,6,29,34
5,5,5,7,30,35
6,6,6,8,31,36
7,7,7,9,32,37
8,8,8,10,33,38
9,9,9,11,34,39
10,10,0,12,35,40
11,11,1,13,36,41
12,12,2,14,37,42
13,13,3,15,38,43
14,14,4,16,39,44
15,15,5,17,40,45
16,16,6,18,41,46
17,17,7,19,42,47
18,18,8,20,43,48
0,0,0,21,0,49
1,1,1,22,1,50
2,2,2,0,2,51
3,3,3,1,3,52
4,4,4,2,4,53
5,5,5,3,5,54
6,6,6,4,6,55
7,7,7,5,7,56
8,8,8,6,8,57
9,9,9,7,9,58
10,10,10,8,10,59
11,11,11,9,11,60
12,12,0,10,12,61
13,13,1,11,13,62
14,14,2,12,14,63
15,15,3,13,15,64
16,16,4,14,16,65
17,17,5,15,17,66
18,18,6,16,18,67
19,19,7,0,19,68
0,0,8,1,20,69
1,1,9,2,21,70
2,2,10,3,22,71
3,3,11,4,23,0
4,4,12,5,24,1
5,5,13,6,25,2
6,6,14,7,26,3
7,7,15,8,27,4
8,8,16,9,28,5
9,9,17,10,29,6
10,10,18,11,30,7
11,11,19,12,31,8
12,12,0,13,32,9
13,13,1,14,33,10
14,14,2,15,34,11
15,15,3,16,35,12
16,16,4,17,36,13
17,17,5,18,37,14
18,18,6,19,38,15
19,19,7,20,39,16
0,0,8,21,40,17
1,1,9,22,0,18
2,2,10,23,1,19
3,3,11,24,2,20
4,4,12,25,3,21
5,5,13,26,4,22
6,6,14,27,5,23
7,7,15,28,6,24
8,8,16,29,7,25
9,9,17,30,8,26
10,10,18,31,9,27
11,11,19,32,10,28
12,12,20,33,11,29
13,13,21,34,12,30
14,14,0,0,13,31
15,15,1,1,14,32
16,16,2,2,15,33
17,17,3,3,16,34
0,0,4,4,17,35
1,1,5,5,18,36
2,2,6,6,19,37
3,3,7,7,20,38
4,4,8,8,21,39
5,5,9,9,22,40
6,6,10,10,23,41
7,7,11,11,24,42
8,8,12,12,25,43
9,9,13,13,26,44
10,10,14,14,27,45
11,11,15,15,28,46
12,12,16,16,29,47
13,13,17,17,30,48
14,14,18,18,31,49
15,15,19,19,32,50
16,16,0,20,33,51
17,17,1,21,34,52
0,0,2,22,35,0
1,1,3,23,36,1
2,2,4,24,37,2
3,3,5,0,38,3
4,4,6,1,39,4
5,5,7,2,40,5
6,6,8,3,41,6
7,7,9,4,42,7
8,8,10,5,43,8
9,9,11,6,44,9
10,10,12,7,0,10
11,11,13,8,1,11
12,12,14,9,2,12
13,13,15,10,3,13
14,14,16,11,4,14
15,15,17,12,5,15
16,16,0,13,6,16
17,17,1,14,7,17
0,0,2,15,8,18
1,1,3,16,9,19
2,2,4,17,10,20
3,3,5,18,11,21
4,4,6,19,12,22
5,5,7,20,13,23
6,6,8,21,14,24
7,7,9,22,15,25
8,8,10,23,16,26
9,9,11,24,17,27
10,10,12,25,18,28
11,11,13,26,19,29
12,12,14,27,20,30
13,13,15,0,21,31
14,14,16,1,22,32
15,15,17,2,23,33
16,16,0,3,24,34
17,17,1,4,25,35
18,18,2,5,26,36
19,19,3,6,27,37
20,20,4,7,28,38
21,21,5,8,29,39
0,0,6,9,30,40
1,1,7,10,31,41
2,2,8,11,32,42
3,3,9,12,33,43
4,4,10,13,34,44
5,5,11,14,35,45
6,6,12,15,36,46
7,7,13,16,37,47
8,8,14,17,38,48
9,9,15,18,0,49
10,10,16,19,1,50
11,11,17,20,2,51
12,12,18,21,3,52
13,13,19,22,4,53
14,14,20,23,5,54
15,15,0,24,6,55
16,16,1,25,7,56
0,0,2,26,8,57
1,1,3,27,9,58
2,2,4,28,10,59
3,3,5,29,11,60
4,4,6,30,12,61
5,5,7,31,13,62
6,6,8,32,14,63
7,7,9,33,15,64
8,8,10,34,16,65
9,9,11,0,17,66
10,10,12,1,18,67
11,11,13,2,19,68
12,12,14,3,20,69
13,13,15,4,21,70
14,14,16,5,22,71
15,15,17,6,23,72
0,0,0,7,24,0
1,1,1,8,25,1
2,2,2,9,26,2
3,3,3,10,27,3
4,4,4,11,28,4
5,5,5,12,29,5
6,6,6,13,30,6
7,7,7,14,31,7
8,8,8,15,32,8
9,9,9,16,33,9
10,10,10,17,34,10
11,11,11,18,35,11
12,12,12,19,36,12
13,13,13,20,37,13
14,14,14,21,38,14
15,15,15,22,39,15
16,16,16,23,40,16
17,17,17,24,41,17
18,18,18,25,0,18
19,19,19,26,1,19
0,0,0,27,2,20
1,1,1,28,3,21
2,2,2,29,4,22
3,3,3,30,5,23
4,4,4,31,6,24
5,5,5,32,7,25
6,6,6,0,8,26
7,7,7,1,9,27
8,8,8,2,10,28
9,9,9,3,11,29
10,10,10,4,12,30
11,11,11,5,13,31
12,12,12,6,14,32
13,13,13,7,15,33
14,14,14,8,16,34
15,15,15,9,17,35
16,16,16,10,18,36
17,17,17,11,19,37
18,18,18,12,20,38
0,0,0,13,21,39
1,1,1,14,22,40
2,2,2,15,23,41
3,3,3,16,24,42
4,4,4,17,25,43
5,5,5,18,26,44
6,6,6,19,27,45
7,7,7,20,28,46
8,8,8,21,29,47
9,9,9,22,30,48
10,10,10,23,31,49
11,11,11,24,32,50
12,12,12,25,33,51
13,13,13,26,34,52
14,14,14,27,35,53
15,15,15,28,36,54
16,16,16,29,37,55
0,0,17,30,38,56
1,1,18,0,39,57
2,2,0,1,40,58
3,3,1,2,41,59
4,4,2,3,0,60
5,5,3,4,1,61
6,6,4,5,2,62
7,7,5,6,3,63
8,8,6,7,4,64
9,9,7,8,5,65
10,10,8,9,6,66
11,11,9,10,7,67
12,12,10,11,8,0
13,13,11,12,9,1
14,14,12,13,10,2
15,15,13,14,11,3
16,16,14,15,12,4
17,17,15,16,13,5
18,18,16,17,14,6
0,0,0,18,15,7
1,1,1,19,16,8
2,2,2,20,17,9
3,3,3,21,18,10
4,4,4,22,19,11
5,5,5,23,20,12
6,6,6,24,21,13
7,7,7,25,22,14
8,8,8,26,23,15
9,9,9,27,24,16
10,10,10,28,25,17
11,11,11,29,26,18
12,12,12,30,27,19
13,13,13,31,28,20
14,14,14,32,29,21
15,15,15,0,30,22
16,16,16,1,31,23
17,17,17,2,32,24
0,0,0,3,33,25
1,1,1,4,34,26
2,2,2,5,35,27
3,3,3,6,36,28
4,4,4,7,37,29
5,5,5,8,38,30
6,6,6,9,39,31
7,7,7,10,40,32
8,8,8,11,41,33
9,9,9,12,42,34
10,10,10,13,43,35
11,11,11,14,0,36
12,12,12,15,1,37
13,13,13,16,2,38
14,14,14,17,3,39
15,15,15,18,4,40
16,16,16,19,5,41
17,17,17,20,6,42
18,18,18,21,7,43
19,19,19,22,8,44
0,0,0,23,9,45
1,1,1,24,10,46
2,2,2,25,11,47
3,3,3,26,12,48
4,4,4,27,13,49
5,5,5,28,14,50
6,6,6,29,15,51
7,7,7,30,16,52
8,8,8,0,17,53
9,9,9,1,18,54
10,10,10,2,19,55
11,11,11,3,20,56
12,12,12,4,21,57
13,13,13,5,22,58
14,14,14,6,23,59
15,15,15,7,24,60
16,16,16,8,25,61
0,0,17,9,26,62
1,1,18,10,27,63
2,2,0,11,28,64
3,3,1,12,29,65
4,4,2,13,30,66
5,5,3,14,31,67
6,6,4,15,32,68
7,7,5,16,33,69
8,8,6,17,34,70
9,9,7,18,35,71
10,10,8,19,36,72
11,11,9,20,37,73
12,12,10,21,38,74
13,13,11,22,39,75
14,14,12,23,40,76
15,15,13,24,41,77
16,16,14,25,42,78
17,17,15,26,0,79
0,0,16,27,1,80
1,1,17,28,2,81
2,2,18,29,3,82
3,3,19,30,4,83
4,4,20,31,5,84
5,5,21,32,6,85
6,6,22,33,7,86
7,7,0,0,8,87
8,8,1,1,9,0
9,9,2,2,10,1
10,10,3,3,11,2
11,11,4,4,12,3
12,12,5,5,13,4
13,13,6,6,14,5
14,14,7,7,15,6
15,15,8,8,16,7
16,16,9,9,17,8
17,17,10,10,18,9
18,18,11,11,19,10
0,0,12,12,20,11
1,1,13,13,21,12
2,2,14,14,22,13
3,3,15,15,23,14
4,4,16,16,24,15
5,5,17,17,25,16
6,6,18,18,26,17
7,7,19,0,27,18
8,8,20,1,28,19
9,9,21,2,29,20
10,10,0,3,30,0
11,11,1,4,31,1
12,12,2,5,32,2
13,13,3,6,33,3
14,14,4,7,34,4
