,San Andreas (Carrizo) rev,San Andreas (Cholame) rev,San Andreas (Mojave S),San Andreas (Coachella) rev,San Jacinto (Anza) rev,Garlock (West)
20855,4,4,0,1,5,4
20856,5,0,1,2,6,5
20857,0,1,2,3,7,6
20858,1,2,3,4,8,7
20859,2,3,4,5,9,8
20860,3,4,5,6,10,9
20861,4,5,0,7,11,10
20862,0,0,1,8,12,0
20863,1,1,2,9,13,1
20864,2,2,3,10,0,2
20865,3,3,4,0,1,3
20866,4,4,5,1,2,4
20867,0,0,6,2,3,5
20868,1,1,0,3,4,6
20869,2,2,1,4,5,7
20870,0,3,2,5,6,8
20871,1,4,3,6,7,9
20872,2,5,4,7,8,10
20873,0,0,5,8,9,11
20874,1,1,0,9,10,12
20875,2,2,1,10,11,13
20876,0,3,2,0,12,14
20877,1,4,3,1,13,15
20878,0,0,4,2,0,16
20879,1,1,5,3,1,17
20880,2,2,6,4,2,18
20881,3,3,0,5,3,19
20882,4,4,1,6,4,20
20883,0,5,2,7,5,21
20884,1,0,3,8,6,22
20885,2,1,4,9,7,23
20886,3,2,5,0,8,24
20887,4,3,0,1,9,25
20888,5,4,1,2,10,26
20889,0,0,2,3,11,0
20890,1,1,3,4,12,1
20891,2,2,4,5,13,2
20892,3,3,5,6,0,3
20893,4,4,0,7,1,4
20894,0,0,1,8,2,5
20895,0,1,2,9,3,6
20896,1,2,3,0,4,7
20897,2,3,4,1,5,8
20898,3,4,5,2,6,9
20899,0,0,6,3,7,10
20900,1,1,0,4,8,11
20901,2,2,1,5,9,12
20902,0,3,2,6,10,13
20903,1,4,3,7,11,14
20904,0,0,4,8,12,15
20905,1,1,5,9,13,16
20906,2,2,6,0,14,17
20907,3,3,0,1,0,18
20908,0,0,1,2,1,19
20909,1,1,2,3,2,20
20910,2,2,3,4,3,21
20911,3,0,4,5,4,22
20912,4,1,5,6,5,23
20913,5,2,6,7,6,0
20914,0,0,0,8,7,1
20915,1,1,1,9,8,2
20916,2,0,2,10,9,3
20917,3,1,3,0,10,4
20918,4,2,4,1,11,5
20919,0,0,5,2,12,6
20920,1,1,0,3,13,7
20921,2,2,1,4,14,8
20922,3,0,2,5,0,9
20923,4,1,3,6,1,10
20924,5,2,4,7,2,11
20925,0,0,5,8,3,12
20926,1,1,6,9,4,13
20927,2,2,0,0,5,14
20928,3,0,1,1,6,0
20929,4,1,2,2,7,1
20930,5,2,3,3,8,2
20931,0,0,4,4,9,3
20932,1,1,5,5,10,4
20933,2,2,6,6,11,5
20934,3,3,0,0,12,6
20935,4,0,1,1,13,7
20936,5,1,2,2,14,8
20937,0,0,3,3,0,9
20938,1,1,4,0,1,10
20939,2,2,5,1,2,11
20940,3,3,6,2,3,12
20941,4,0,0,3,4,13
20942,5,1,1,4,5,14
20943,0,0,2,5,6,15
20944,1,1,3,6,7,16
20945,2,2,4,0,8,17
20946,3,3,5,1,9,18
20947,4,4,6,2,10,19
20948,0,0,0,3,11,20
20949,1,1,1,4,12,21
20950,0,2,2,5,0,22
20951,1,3,3,6,1,23
20952,2,4,4,7,2,24
20953,0,0,5,8,3,25
20954,1,1,0,9,4,26
20955,2,2,1,10,5,27
20956,3,3,2,11,6,28
20957,0,4,3,0,7,29
20958,1,5,4,1,0,30
20959,2,6,5,2,1,31
20960,0,0,6,3,2,32
20961,1,1,0,4,3,33
20962,2,2,1,5,4,34
20963,0,3,2,6,5,0
20964,1,4,3,7,6,1
20965,0,0,4,8,7,2
20966,1,0,5,0,8,3
20967,2,1,6,1,9,4
20968,3,2,0,2,0,0
20969,0,0,1,3,1,1
20970,1,1,2,4,2,2
20971,2,2,3,5,3,3
20972,3,3,4,6,4,4
20973,4,0,5,7,5,5
20974,5,1,0,8,6,6
20975,0,2,1,9,7,7
20976,1,3,2,10,8,8
20977,2,4,3,11,0,9
20978,3,5,4,0,1,10
20979,0,0,5,1,2,11
20980,1,1,6,2,3,12
20981,0,2,0,3,4,13
20982,1,3,1,4,5,14
20983,2,4,2,5,6,15
20984,0,0,3,6,7,16
20985,1,1,4,7,8,17
20986,2,2,5,8,9,18
20987,0,3,0,9,10,19
20988,1,4,1,10,11,20
20989,2,5,2,0,12,21
20990,3,6,3,1,13,22
20991,0,0,4,2,14,23
20992,1,1,5,3,0,24
20993,0,2,0,4,1,25
20994,1,3,1,5,2,0
20995,2,4,2,6,3,1
20996,3,5,3,7,4,2
20997,0,0,4,8,5,3
20998,1,1,5,0,6,4
20999,0,2,6,1,7,5
21000,1,3,0,2,8,6
21001,2,4,1,3,9,7
21002,3,5,2,4,10,8
21003,0,0,3,5,11,9
21004,1,1,4,6,0,10
21005,2,2,5,7,1,11
21006,3,3,0,8,2,12
21007,4,4,1,9,3,13
21008,5,5,2,10,4,14
21009,6,6,3,0,5,15
21010,0,0,4,1,6,16
21011,1,1,5,2,7,17
21012,2,2,6,3,8,18
21013,3,3,0,4,9,19
21014,4,4,1,5,10,0
21015,5,5,2,6,0,1
21016,0,0,3,7,1,2
21017,1,1,4,8,2,3
21018,2,2,5,9,3,4
21019,3,3,6,10,4,5
21020,4,4,0,0,5,6
21021,5,5,1,1,6,7
21022,0,0,2,2,7,8
21023,1,1,3,3,8,9
21024,2,2,4,4,9,10
21025,3,3,5,5,10,11
21026,4,4,6,6,0,12
21027,0,0,0,7,1,13
21028,1,1,1,8,2,14
21029,2,2,2,0,3,15
21030,3,3,3,1,4,16
21031,4,4,4,2,5,17
21032,0,0,0,3,6,18
21033,1,1,1,4,7,19
21034,2,2,2,5,8,0
21035,3,3,3,6,9,1
21036,4,4,4,7,10,2
21037,0,0,0,8,11,3
21038,1,1,1,0,12,4
21039,2,2,2,1,13,5
21040,3,3,3,2,0,6
21041,4,4,4,3,1,7
21042,0,5,0,4,2,8
21043,1,0,1,5,3,9
21044,2,1,2,6,4,10
21045,3,2,3,7,5,11
21046,4,3,4,0,6,12
21047,0,4,5,1,7,13
21048,1,5,6,2,8,14
21049,2,6,7,3,9,15
21050,3,0,8,4,10,16
21051,4,1,0,5,11,17
21052,5,2,1,0,0,18
21053,0,3,2,1,1,19
21054,1,4,3,2,2,20
21055,2,0,4,3,3,21
21056,3,1,5,0,4,22
21057,4,2,0,1,5,23
21058,5,3,1,2,6,24
21059,6,4,2,3,7,0
21060,0,0,3,4,8,1
21061,1,1,4,5,9,2
21062,2,2,5,6,10,3
21063,3,3,6,7,11,4
21064,4,4,7,8,12,5
21065,5,5,0,9,13,6
21066,0,0,1,0,14,7
21067,1,1,2,1,0,8
21068,2,2,3,2,1,9
21069,3,3,4,3,2,10
21070,4,4,5,4,3,11
21071,5,5,0,5,4,0
21072,0,0,1,6,5,1
21073,1,1,2,7,6,2
21074,2,2,3,8,7,3
21075,3,3,4,9,8,4
21076,4,4,5,10,9,5
21077,5,5,6,0,10,6
21078,0,0,0,1,11,7
21079,1,1,1,2,12,8
21080,2,2,2,3,13,9
21081,3,3,3,4,0,10
21082,4,4,4,5,1,11
21083,5,5,5,6,2,12
21084,0,0,6,7,3,13
21085,1,1,0,8,4,14
21086,2,2,1,0,5,15
21087,3,3,2,1,6,16
21088,4,4,3,2,7,17
21089,0,0,4,3,8,18
21090,1,1,5,4,9,19
21091,2,2,6,5,10,20
21092,3,3,0,6,11,21
21093,4,4,1,7,0,22
21094,0,0,2,8,1,0
21095,1,1,3,9,2,1
21096,2,2,4,10,3,2
21097,3,3,5,11,4,3
21098,4,4,6,0,5,4
21099,5,5,0,1,6,5
21100,0,0,1,2,7,6
21101,1,1,2,3,8,7
21102,2,2,3,4,9,8
21103,3,3,4,5,10,9
21104,0,0,5,6,11,10
21105,1,1,6,7,12,11
21106,0,2,0,8,13,12
21107,1,3,1,0,0,13
21108,0,4,2,1,1,14
21109,1,5,3,2,2,15
21110,2,0,4,3,3,16
21111,3,1,5,4,4,17
21112,0,2,0,5,5,18
21113,1,3,1,6,6,19
21114,2,4,2,7,7,0
21115,3,5,3,8,8,1
21116,4,0,4,9,9,2
21117,5,1,5,10,10,3
21118,6,2,6,0,11,4
21119,0,3,0,1,12,5
21120,1,4,1,2,13,6
21121,2,5,2,3,0,7
21122,3,0,3,4,1,8
21123,4,1,4,5,2,9
21124,5,2,5,6,3,10
21125,0,3,0,7,4,11
21126,1,4,1,8,5,12
21127,2,5,2,9,6,13
21128,3,6,3,0,7,14
21129,0,0,4,1,8,15
21130,1,1,5,2,9,16
21131,0,2,0,3,10,17
21132,1,3,1,4,11,18
21133,2,4,2,5,12,19
21134,0,5,3,6,0,20
21135,1,0,4,7,1,21
21136,2,1,5,8,2,22
21137,0,0,0,9,3,0
21138,1,1,1,0,4,1
21139,2,2,2,1,5,2
21140,3,3,3,2,6,3
21141,4,4,4,3,7,4
21142,0,0,5,4,8,5
21143,1,1,6,5,9,6
21144,0,2,0,6,10,7
21145,1,3,1,7,11,8
21146,2,4,2,8,12,9
21147,0,0,3,9,13,10
21148,1,1,4,10,0,11
21149,2,2,5,0,1,12
21150,0,3,0,1,2,0
21151,1,4,1,2,3,1
21152,2,0,2,3,4,2
21153,3,1,3,4,5,3
21154,4,2,4,5,6,4
21155,5,3,5,6,7,5
21156,0,4,6,7,8,6
21157,1,5,0,8,9,7
21158,2,0,1,0,10,8
21159,3,1,2,1,11,9
21160,4,2,3,2,12,10
21161,5,3,4,3,13,11
21162,0,0,0,4,14,12
21163,1,1,1,5,0,13
21164,2,2,0,6,1,14
21165,3,3,1,7,2,15
21166,4,0,2,8,3,16
21167,5,1,3,9,4,17
21168,0,0,0,10,5,18
21169,1,1,1,11,6,19
21170,2,2,2,0,7,20
21171,3,3,3,1,8,21
21172,4,0,4,2,9,22
21173,5,1,5,3,10,23
21174,0,0,0,4,11,0
21175,1,1,1,5,12,1
21176,2,2,2,6,0,2
21177,3,3,3,7,1,3
21178,4,0,4,8,2,4
21179,5,1,5,9,3,5
21180,0,2,0,0,4,6
21181,1,3,1,1,5,7
21182,2,4,2,2,6,8
21183,3,5,3,3,7,9
21184,0,0,4,4,8,10
21185,1,1,5,5,9,11
21186,0,2,6,6,10,12
21187,1,3,0,7,11,0
21188,2,4,1,8,12,1
21189,0,0,2,9,13,2
21190,1,1,3,0,14,3
21191,2,2,4,1,0,4
21192,0,3,0,2,1,5
21193,1,4,1,3,2,0
21194,2,5,2,4,3,1
21195,0,0,3,5,4,2
21196,1,1,4,6,5,3
21197,2,2,5,7,6,4
21198,0,3,6,8,7,5
21199,1,4,0,9,8,6
21200,2,5,1,10,9,7
21201,3,6,2,0,10,8
21202,0,0,3,1,11,9
21203,1,1,4,2,0,10
21204,0,2,5,3,1,11
21205,1,3,6,4,2,12
21206,2,4,7,5,3,13
21207,3,5,0,6,4,14
21208,0,0,1,7,5,15
21209,1,1,2,8,6,16
21210,2,2,3,9,7,17
21211,3,3,4,0,8,18
21212,4,4,5,1,9,19
21213,5,5,6,2,10,20
21214,0,0,0,3,11,21
21215,1,1,1,4,12,22
21216,2,2,2,5,13,23
21217,3,3,3,6,14,24
21218,4,4,4,7,0,25
21219,5,5,5,8,1,26
21220,0,0,0,9,2,27
21221,1,1,1,0,3,0
21222,2,2,2,1,4,1
21223,3,3,3,2,5,2
21224,4,4,4,3,6,3
21225,5,5,5,4,7,4
21226,0,0,0,5,8,5
21227,1,1,1,6,9,6
21228,2,2,2,7,10,7
21229,3,3,3,0,11,8
21230,4,4,4,1,12,9
21231,5,5,5,2,13,10
21232,0,0,6,3,0,11
21233,1,1,0,4,1,12
21234,2,2,1,5,2,13
21235,3,3,2,6,3,14
21236,4,4,3,7,4,15
21237,5,5,4,8,5,16
21238,0,0,5,9,6,17
21239,1,1,6,0,7,18
21240,2,2,7,1,8,19
21241,3,3,0,2,9,0
21242,4,4,1,3,10,1
21243,5,5,2,4,11,2
21244,0,0,3,5,12,3
21245,1,1,4,6,0,4
21246,2,2,5,7,1,5
21247,3,3,6,8,2,6
21248,4,4,0,9,3,7
21249,0,0,1,10,4,8
21250,1,1,2,11,5,9
21251,2,2,3,0,6,10
21252,3,3,4,1,7,11
21253,4,4,5,2,8,12
21254,5,5,6,3,9,13
21255,0,0,0,4,10,14
21256,1,1,1,5,11,15
21257,2,2,2,6,0,16
21258,3,3,3,7,1,17
21259,4,4,4,8,2,18
21260,5,5,5,9,3,19
21261,0,0,0,10,4,20
21262,1,1,1,0,5,0
21263,2,2,2,1,6,1
21264,3,3,3,2,7,2
21265,4,4,4,3,8,3
21266,5,5,5,4,9,4
21267,0,0,0,5,10,5
21268,1,1,1,6,11,6
21269,2,2,2,7,12,7
21270,3,3,3,8,13,8
21271,4,4,4,9,0,9
21272,5,5,5,10,1,10
21273,0,0,0,0,2,11
21274,1,1,1,1,3,12
21275,2,2,2,2,4,13
21276,3,3,3,3,5,14
21277,4,4,4,4,6,15
21278,5,5,5,5,7,16
21279,0,0,0,6,8,17
21280,1,1,1,7,9,18
21281,2,2,2,8,10,19
21282,3,3,3,9,0,20
21283,4,4,4,10,1,21
21284,5,5,5,11,2,22
21285,0,0,0,0,3,23
21286,1,1,1,1,4,24
21287,2,2,2,2,5,25
21288,3,3,3,3,6,0
21289,4,4,4,4,7,1
21290,5,5,5,5,8,2
21291,6,6,6,6,9,3
21292,0,0,0,7,0,4
21293,1,1,1,8,1,5
21294,2,2,2,9,2,6
21295,3,3,3,0,3,7
21296,4,4,4,1,4,8
21297,5,5,5,2,5,9
21298,0,0,6,3,6,10
21299,1,1,0,4,7,11
21300,2,2,1,5,8,12
21301,3,3,2,6,9,13
21302,4,4,3,7,10,14
21303,5,5,4,8,11,15
21304,0,0,5,9,12,0
21305,1,1,6,0,13,1
21306,2,2,0,1,14,2
21307,3,3,1,2,0,3
21308,4,4,2,3,1,4
21309,5,5,3,4,2,5
21310,0,0,4,5,3,6
21311,1,1,5,6,4,7
21312,2,2,6,7,5,8
21313,3,3,0,8,6,9
21314,4,4,1,9,7,10
21315,5,5,2,10,8,11
21316,0,0,3,0,9,12
21317,1,1,4,1,10,13
21318,2,2,5,2,11,14
21319,3,3,6,3,12,15
21320,4,4,7,4,13,16
21321,5,5,0,5,0,17
21322,0,0,1,6,1,18
21323,1,1,2,7,2,19
21324,2,2,3,8,3,0
21325,3,3,4,9,4,1
21326,4,4,0,10,5,2
21327,5,5,1,0,6,3
21328,0,0,2,1,7,4
21329,1,1,3,2,8,5
21330,2,2,4,3,9,6
21331,3,3,5,4,10,7
21332,4,4,6,5,11,8
21333,5,5,7,6,12,9
21334,0,0,0,7,0,10
21335,1,1,1,8,1,11
21336,2,2,2,0,2,12
21337,3,3,3,1,3,13
21338,4,4,4,2,4,14
21339,5,5,5,3,5,15
21340,0,0,0,4,6,16
21341,1,1,1,5,7,17
21342,2,2,2,6,8,18
21343,3,3,3,7,9,19
21344,4,4,4,8,10,20
21345,5,5,5,9,0,21
21346,0,0,0,0,1,0
21347,1,1,1,1,2,1
21348,2,2,2,2,3,2
21349,3,3,3,3,4,3
21350,4,4,4,4,5,4
21351,5,5,5,5,6,5
21352,0,0,6,6,7,6
21353,1,1,7,7,8,7
21354,2,2,0,8,9,8
21355,3,3,1,9,10,9
21356,4,4,2,0,11,10
21357,0,0,3,1,12,11
21358,1,1,4,2,13,12
21359,2,2,5,3,14,13
21360,3,3,6,4,0,14
21361,4,4,0,5,1,15
21362,5,5,1,6,2,16
21363,0,0,2,7,3,17
21364,1,1,3,8,4,18
21365,2,2,4,9,5,19
21366,3,3,5,10,6,0
21367,4,4,0,11,7,1
21368,5,5,1,0,8,2
21369,0,0,2,1,9,3
21370,1,1,3,2,10,4
21371,2,2,4,3,11,5
21372,3,3,5,4,12,6
21373,4,4,6,5,0,7
21374,0,0,0,6,1,8
21375,1,1,1,7,2,9
21376,2,2,2,8,3,10
21377,3,3,3,9,4,11
21378,4,4,4,0,5,12
21379,0,0,5,1,6,13
21380,1,1,0,2,7,14
21381,2,2,1,3,8,15
21382,3,3,2,4,9,16
21383,4,4,3,5,10,17
21384,5,5,4,6,11,18
21385,0,0,5,7,12,19
21386,1,1,0,8,0,0
21387,2,2,1,9,1,1
21388,3,3,2,10,2,2
21389,4,4,3,0,3,3
21390,0,0,4,1,4,4
21391,1,1,5,2,5,5
21392,2,2,6,3,6,6
21393,3,3,0,4,7,7
21394,4,4,1,5,8,8
21395,5,5,2,6,9,9
21396,0,0,3,7,10,10
21397,1,1,4,8,11,11
21398,2,2,5,9,12,12
21399,3,3,6,0,13,13
21400,4,0,0,1,14,14
21401,0,0,1,2,0,15
21402,1,1,2,3,1,16
21403,2,2,3,4,2,17
21404,3,3,4,5,3,18
21405,4,4,5,6,4,19
21406,0,0,6,7,5,20
21407,1,1,0,8,6,21
21408,2,2,1,9,7,22
21409,3,3,2,10,8,23
21410,0,0,3,11,9,24
21411,1,1,4,0,10,0
21412,2,2,5,1,11,1
21413,3,3,6,2,12,2
21414,4,4,0,3,13,3
21415,5,5,1,4,14,4
21416,0,0,2,5,0,5
21417,1,1,3,6,1,6
21418,2,2,4,7,2,7
21419,3,3,5,8,3,8
21420,4,4,6,0,4,9
21421,5,5,0,1,5,10
21422,0,0,1,2,6,11
21423,1,1,2,3,7,12
21424,2,2,3,4,8,13
21425,3,3,4,5,9,14
21426,4,4,5,6,10,15
21427,0,0,0,7,11,0
21428,1,1,1,8,12,1
21429,2,2,2,9,0,2
21430,3,3,3,0,1,3
21431,4,4,4,1,2,4
21432,0,0,5,2,3,5
21433,1,1,6,3,4,6
21434,2,2,0,4,5,7
21435,3,3,1,5,6,8
21436,4,4,2,6,7,9
21437,5,5,3,7,8,10
21438,0,0,4,8,9,11
21439,1,1,5,9,10,12
21440,2,2,6,0,11,13
21441,3,3,7,1,12,14
21442,4,4,0,2,13,15
21443,5,5,1,3,14,16
21444,0,6,2,4,15,17
21445,1,0,3,5,0,18
21446,2,1,4,6,1,19
21447,3,2,5,7,2,20
21448,0,3,0,8,3,21
21449,1,4,1,9,4,22
21450,2,5,2,0,5,23
21451,3,0,3,1,6,24
21452,4,1,4,2,7,25
21453,5,2,5,3,8,26
21454,0,3,6,4,9,27
21455,1,4,7,5,10,28
21456,2,0,0,6,11,29
21457,3,1,1,7,12,30
21458,4,2,2,8,0,31
21459,5,3,3,9,1,32
21460,0,4,4,10,2,33
21461,1,5,5,11,3,34
21462,2,6,6,0,4,35
21463,3,0,0,1,5,36
21464,4,1,1,2,6,37
21465,0,2,2,3,7,38
21466,1,3,3,4,8,39
21467,2,4,4,5,9,40
21468,3,5,5,6,10,41
21469,4,0,6,7,11,42
21470,0,1,0,8,12,43
21471,1,2,1,9,13,44
21472,2,3,2,0,14,0
21473,3,4,3,1,15,1
21474,0,0,4,2,0,2
21475,1,1,5,3,1,3
21476,2,2,6,4,2,4
21477,0,3,0,5,3,5
21478,1,4,1,6,4,6
21479,0,0,2,7,5,7
21480,1,1,3,8,6,8
21481,2,2,4,9,7,9
21482,3,3,5,10,8,10
21483,0,4,0,11,9,11
21484,1,0,1,0,10,12
21485,2,1,2,1,11,13
21486,3,2,3,2,12,14
21487,4,3,4,3,13,15
21488,5,4,5,4,0,16
21489,0,0,0,5,1,17
21490,1,1,1,6,2,18
21491,2,2,2,7,3,19
21492,3,3,3,8,4,20
21493,4,4,4,9,5,0
21494,5,5,5,10,6,1
21495,0,0,0,0,7,2
21496,1,1,1,1,8,3
21497,2,2,2,2,9,4
21498,3,3,3,3,10,5
21499,4,4,4,4,11,6
21500,0,0,5,5,12,7
21501,1,1,6,6,13,8
21502,2,2,7,7,0,9
21503,3,3,0,8,1,10
21504,4,4,1,9,2,11
21505,5,5,2,10,3,12
21506,0,0,3,0,4,13
21507,1,1,4,1,5,14
21508,2,2,5,2,6,15
21509,3,3,6,3,7,16
21510,4,4,0,4,8,0
21511,5,5,1,5,9,1
21512,0,0,2,6,10,2
21513,1,1,3,7,11,3
21514,2,2,4,8,12,4
21515,3,3,5,0,13,5
21516,0,0,0,1,14,6
21517,1,1,1,2,15,7
21518,2,2,2,3,0,8
21519,3,3,3,4,1,9
21520,4,4,4,5,2,10
21521,5,5,5,6,3,11
21522,0,0,0,7,4,12
21523,1,1,1,8,5,13
21524,2,2,2,9,6,14
21525,3,3,3,10,7,15
21526,4,4,4,0,8,16
21527,5,5,5,1,9,17
21528,0,0,6,2,10,18
21529,1,1,7,3,11,19
21530,2,2,0,4,12,20
21531,3,3,1,5,0,21
21532,4,4,2,6,1,0
21533,5,5,3,7,2,1
21534,0,0,4,8,3,2
21535,1,1,5,9,4,3
21536,2,2,6,10,5,4
21537,3,3,0,11,6,5
21538,4,4,1,0,7,6
21539,5,5,2,1,8,7
21540,0,0,3,2,9,8
21541,1,1,4,3,10,9
21542,2,2,5,4,11,10
21543,3,3,0,5,12,11
21544,4,4,1,6,0,12
21545,5,5,2,7,1,13
21546,0,0,3,8,2,14
21547,1,1,4,9,3,15
21548,2,2,5,0,4,16
21549,3,3,6,1,5,17
21550,4,4,7,2,6,18
21551,5,5,0,3,7,0
21552,0,0,1,4,8,1
21553,1,1,2,5,9,2
21554,2,2,3,6,10,3
21555,3,3,4,7,11,4
21556,4,4,5,8,12,5
21557,0,0,0,9,13,6
21558,1,1,1,10,14,7
21559,2,2,2,11,0,8
21560,3,3,3,0,1,9
21561,4,4,4,1,2,10
21562,5,5,5,2,3,11
21563,6,6,6,3,4,12
21564,0,0,0,4,5,13
21565,1,1,1,5,6,14
21566,2,2,2,6,7,15
21567,3,3,3,7,8,16
21568,4,4,4,8,9,17
21569,5,5,5,9,10,18
21570,0,0,0,10,11,19
21571,1,1,1,0,12,20
21572,2,2,2,1,13,21
21573,3,3,3,2,14,22
21574,4,4,4,3,0,23
21575,5,5,5,4,1,24
21576,0,0,6,5,2,25
21577,1,1,0,6,3,0
21578,2,2,1,7,4,1
21579,3,3,2,8,5,2
21580,4,4,3,9,6,3
21581,5,5,4,0,7,4
21582,0,0,5,1,8,5
21583,1,1,6,2,0,6
21584,2,2,0,3,1,7
21585,3,3,1,4,2,8
21586,4,4,2,5,3,9
21587,5,5,3,6,4,10
21588,0,0,4,7,5,11
21589,1,1,5,8,6,12
21590,2,2,6,9,7,13
21591,3,3,7,0,8,14
21592,4,4,0,1,0,15
21593,5,5,1,2,1,16
21594,0,0,2,3,2,17
21595,1,1,3,4,3,18
21596,2,2,4,5,4,19
21597,3,3,5,6,5,0
21598,4,4,6,7,6,1
21599,0,0,0,8,0,2
21600,1,1,1,9,1,3
21601,2,2,2,10,2,4
21602,3,3,3,0,3,5
21603,4,4,4,1,4,6
21604,5,5,5,2,5,7
21605,0,0,0,3,6,8
21606,1,1,1,4,7,9
21607,2,2,2,5,8,10
21608,3,3,3,6,9,11
21609,4,4,4,7,0,12
21610,0,0,0,8,1,13
21611,1,1,1,9,2,14
21612,2,2,2,10,3,15
21613,3,3,3,0,4,16
21614,4,4,4,1,5,17
21615,5,5,5,2,6,18
21616,0,0,0,3,7,19
21617,1,1,1,4,8,20
21618,2,2,2,5,9,21
21619,3,3,3,6,10,22
21620,4,4,4,7,11,23
21621,5,5,5,8,12,24
21622,0,0,0,0,0,0
21623,1,1,1,1,1,1
21624,2,2,2,2,2,2
21625,3,3,3,3,3,3
21626,4,4,4,4,4,4
21627,5,5,5,5,5,5
21628,0,0,6,6,6,6
21629,1,1,0,7,7,0
21630,2,2,1,8,8,1
21631,3,3,2,9,9,2
21632,4,4,3,0,10,3
21633,5,5,4,1,11,4
21634,6,6,5,2,12,5
21635,0,0,0,3,13,6
21636,1,1,1,4,0,7
21637,2,2,2,5,1,8
21638,3,3,3,6,2,9
21639,4,4,4,7,3,10
21640,5,5,5,0,4,0
21641,6,6,6,1,5,1
21642,0,0,0,2,6,2
21643,1,1,1,3,7,3
21644,2,2,2,4,8,4
21645,3,3,3,5,9,5
21646,4,4,4,6,10,6
21647,0,0,0,7,11,7
21648,1,1,1,8,12,8
21649,2,2,2,9,13,9
21650,3,3,3,0,14,10
21651,4,4,4,1,0,11
21652,5,5,5,2,1,12
21653,0,0,0,3,2,13
21654,1,1,1,4,3,14
21655,2,2,2,5,4,15
21656,3,3,3,6,0,16
21657,4,4,4,7,1,17
21658,5,5,5,8,2,18
21659,0,0,6,9,3,19
21660,1,1,7,0,4,20
21661,2,2,0,1,5,21
21662,3,3,1,2,6,0
21663,4,4,2,3,7,1
21664,5,5,3,4,8,2
21665,0,0,4,5,0,3
21666,1,1,5,6,1,4
21667,2,2,6,7,2,5
21668,3,3,0,8,3,6
21669,4,4,1,9,4,7
21670,5,5,2,10,5,8
21671,0,0,3,0,6,9
21672,1,1,4,1,7,10
21673,2,2,5,2,8,11
21674,3,3,6,3,9,12
21675,4,4,0,4,10,13
21676,5,5,1,5,11,14
21677,6,6,2,6,12,15
21678,0,0,3,7,13,16
21679,1,1,4,8,0,17
21680,2,2,5,9,1,18
21681,3,3,6,10,2,19
21682,0,4,0,0,3,20
21683,1,5,1,1,4,21
21684,0,0,2,2,5,22
21685,1,1,3,3,6,0
21686,2,2,4,4,7,1
21687,3,3,5,5,8,2
21688,4,4,6,6,9,3
21689,0,0,0,7,10,4
21690,1,1,1,8,11,5
21691,2,2,2,9,12,6
21692,3,3,3,10,0,7
21693,0,0,4,0,1,8
21694,1,1,5,1,2,9
21695,2,2,0,2,3,10
21696,3,3,1,3,4,0
21697,4,4,2,4,5,1
21698,5,5,3,5,6,2
21699,0,0,4,6,7,3
21700,1,1,5,7,8,4
21701,2,2,0,8,9,5
21702,3,3,1,9,10,6
21703,4,4,2,0,11,7
21704,0,0,3,1,12,8
21705,1,1,4,2,13,9
21706,2,2,5,3,14,10
21707,3,3,6,4,15,0
21708,4,4,0,5,16,1
21709,5,5,1,6,0,2
21710,0,0,2,7,1,3
21711,1,1,3,8,2,4
21712,2,2,4,9,3,5
21713,3,3,5,0,4,6
21714,4,4,6,1,5,7
21715,0,5,0,2,6,8
21716,0,6,1,3,7,9
21717,1,0,2,4,8,10
21718,2,1,3,5,9,11
21719,3,2,4,0,10,12
21720,0,3,5,1,11,13
21721,1,4,6,2,12,14
21722,2,5,0,3,13,15
21723,3,0,1,4,14,16
21724,4,1,2,5,0,17
21725,0,2,3,0,1,18
21726,1,3,4,1,2,19
21727,2,4,5,2,3,0
21728,3,5,6,3,4,1
21729,0,0,0,4,5,2
21730,1,1,1,5,6,3
21731,2,2,2,6,7,4
21732,0,3,3,7,8,5
21733,1,4,4,8,9,6
21734,2,5,5,9,10,7
21735,3,6,0,10,11,8
21736,0,0,1,0,12,9
21737,1,1,2,1,13,10
21738,2,2,3,2,14,11
21739,3,3,4,3,0,12
21740,0,4,0,4,1,0
21741,0,0,1,5,2,1
21742,1,1,2,6,3,2
21743,2,2,3,7,4,3
21744,3,3,4,8,5,4
21745,0,4,5,9,6,5
21746,1,5,6,10,7,6
21747,2,6,7,0,8,0
21748,3,0,0,1,9,1
21749,4,1,1,2,10,2
21750,5,2,2,3,0,3
21751,0,3,3,4,1,4
21752,1,0,4,5,2,5
21753,2,1,5,6,3,6
21754,3,2,6,7,4,7
21755,4,3,0,8,5,8
21756,5,4,1,0,6,9
21757,0,0,2,1,0,10
21758,1,1,3,2,1,11
21759,2,2,4,3,2,12
21760,3,3,5,4,3,13
21761,4,0,0,5,4,14
21762,0,0,1,6,5,15
21763,1,1,2,7,6,16
21764,2,2,3,8,7,17
21765,3,3,4,9,8,18
21766,4,4,5,10,9,19
21767,0,0,6,0,10,20
21768,0,1,0,1,11,21
21769,1,2,1,2,12,0
21770,2,3,2,3,13,1
21771,3,4,3,4,14,2
21772,4,5,4,5,0,3
21773,5,6,5,6,1,4
21774,0,0,6,7,2,5
21775,1,1,0,8,3,6
21776,2,2,1,9,4,7
21777,3,3,2,10,5,8
21778,4,4,3,0,6,0
21779,5,5,4,1,7,1
21780,0,0,5,2,8,2
21781,1,1,6,3,9,3
21782,2,2,0,4,10,4
